titulo,genero,diretor,pais_origem
Filme 560,Comédia,Ridley Scott,África do Sul
Filme 561,Comédia,James Cameron,Estados Unidos
Filme 562,Comédia,James Cameron,Reino Unido
Filme 563,Comédia,James Cameron,França
Filme 564,Comédia,James Cameron,Alemanha
Filme 565,Comédia,James Cameron,Japão
Filme 566,Comédia,James Cameron,Itália
Filme 567,Comédia,James Cameron,Espanha
Filme 568,Comédia,James Cameron,Brasil
Filme 569,Comédia,James Cameron,Canadá
Filme 570,Comédia,James Cameron,Austrália
Filme 571,Comédia,James Cameron,Índia
Filme 572,Comédia,James Cameron,Suécia
Filme 573,Comédia,James Cameron,México
Filme 574,Comédia,James Cameron,Coreia do Sul
Filme 575,Comédia,James Cameron,China
Filme 576,Comédia,James Cameron,Rússia
Filme 577,Comédia,James Cameron,Argentina
Filme 578,Comédia,James Cameron,Países Baixos
Filme 579,Comédia,James Cameron,Nova Zelândia
Filme 580,Comédia,James Cameron,África do Sul
Filme 581,Comédia,Peter Jackson,Estados Unidos
Filme 582,Comédia,Peter Jackson,Reino Unido
Filme 583,Comédia,Peter Jackson,França
Filme 584,Comédia,Peter Jackson,Alemanha
Filme 585,Comédia,Peter Jackson,Japão
Filme 586,Comédia,Peter Jackson,Itália
Filme 587,Comédia,Peter Jackson,Espanha
Filme 588,Comédia,Peter Jackson,Brasil
Filme 589,Comédia,Peter Jackson,Canadá
Filme 590,Comédia,Peter Jackson,Austrália
Filme 591,Comédia,Peter Jackson,Índia
Filme 592,Comédia,Peter Jackson,Suécia
Filme 593,Comédia,Peter Jackson,México
Filme 594,Comédia,Peter Jackson,Coreia do Sul
Filme 595,Comédia,Peter Jackson,China
Filme 596,Comédia,Peter Jackson,Rússia
Filme 597,Comédia,Peter Jackson,Argentina
Filme 598,Comédia,Peter Jackson,Países Baixos
Filme 599,Comédia,Peter Jackson,Nova Zelândia
Filme 600,Comédia,Peter Jackson,África do Sul
Filme 601,Comédia,Hayao Miyazaki,Estados Unidos
Filme 602,Comédia,Hayao Miyazaki,Reino Unido
Filme 603,Comédia,Hayao Miyazaki,França
Filme 604,Comédia,Hayao Miyazaki,Alemanha
Filme 605,Comédia,Hayao Miyazaki,Japão
Filme 606,Comédia,Hayao Miyazaki,Itália
Filme 607,Comédia,Hayao Miyazaki,Espanha
Filme 608,Comédia,Hayao Miyazaki,Brasil
Filme 609,Comédia,Hayao Miyazaki,Canadá
Filme 610,Comédia,Hayao Miyazaki,Austrália
Filme 611,Comédia,Hayao Miyazaki,Índia
Filme 612,Comédia,Hayao Miyazaki,Suécia
Filme 613,Comédia,Hayao Miyazaki,México
Filme 614,Comédia,Hayao Miyazaki,Coreia do Sul
Filme 615,Comédia,Hayao Miyazaki,China
Filme 616,Comédia,Hayao Miyazaki,Rússia
Filme 617,Comédia,Hayao Miyazaki,Argentina
Filme 618,Comédia,Hayao Miyazaki,Países Baixos
Filme 619,Comédia,Hayao Miyazaki,Nova Zelândia
Filme 620,Comédia,Hayao Miyazaki,África do Sul
Filme 621,Comédia,Kathryn Bigelow,Estados Unidos
Filme 622,Comédia,Kathryn Bigelow,Reino Unido
Filme 623,Comédia,Kathryn Bigelow,França
Filme 624,Comédia,Kathryn Bigelow,Alemanha
Filme 625,Comédia,Kathryn Bigelow,Japão
Filme 626,Comédia,Kathryn Bigelow,Itália
Filme 627,Comédia,Kathryn Bigelow,Espanha
Filme 628,Comédia,Kathryn Bigelow,Brasil
Filme 629,Comédia,Kathryn Bigelow,Canadá
Filme 630,Comédia,Kathryn Bigelow,Austrália
Filme 631,Comédia,Kathryn Bigelow,Índia
Filme 632,Comédia,Kathryn Bigelow,Suécia
Filme 633,Comédia,Kathryn Bigelow,México
Filme 634,Comédia,Kathryn Bigelow,Coreia do Sul
Filme 635,Comédia,Kathryn Bigelow,China
Filme 636,Comédia,Kathryn Bigelow,Rússia
Filme 637,Comédia,Kathryn Bigelow,Argentina
Filme 638,Comédia,Kathryn Bigelow,Países Baixos
Filme 639,Comédia,Kathryn Bigelow,Nova Zelândia
Filme 640,Comédia,Kathryn Bigelow,África do Sul
Filme 641,Comédia,Clint Eastwood,Estados Unidos
Filme 642,Comédia,Clint Eastwood,Reino Unido
Filme 643,Comédia,Clint Eastwood,França
Filme 644,Comédia,Clint Eastwood,Alemanha
Filme 645,Comédia,Clint Eastwood,Japão
Filme 646,Comédia,Clint Eastwood,Itália
Filme 647,Comédia,Clint Eastwood,Espanha
Filme 648,Comédia,Clint Eastwood,Brasil
Filme 649,Comédia,Clint Eastwood,Canadá
Filme 650,Comédia,Clint Eastwood,Austrália
Filme 651,Comédia,Clint Eastwood,Índia
Filme 652,Comédia,Clint Eastwood,Suécia
Filme 653,Comédia,Clint Eastwood,México
Filme 654,Comédia,Clint Eastwood,Coreia do Sul
Filme 655,Comédia,Clint Eastwood,China
Filme 656,Comédia,Clint Eastwood,Rússia
Filme 657,Comédia,Clint Eastwood,Argentina
Filme 658,Comédia,Clint Eastwood,Países Baixos
Filme 659,Comédia,Clint Eastwood,Nova Zelândia
Filme 660,Comédia,Clint Eastwood,África do Sul
Filme 661,Comédia,Wes Anderson,Estados Unidos
Filme 662,Comédia,Wes Anderson,Reino Unido
Filme 663,Comédia,Wes Anderson,França
Filme 664,Comédia,Wes Anderson,Alemanha
Filme 665,Comédia,Wes Anderson,Japão
Filme 666,Comédia,Wes Anderson,Itália
Filme 667,Comédia,Wes Anderson,Espanha
Filme 668,Comédia,Wes Anderson,Brasil
Filme 669,Comédia,Wes Anderson,Canadá
Filme 670,Comédia,Wes Anderson,Austrália
Filme 671,Comédia,Wes Anderson,Índia
Filme 672,Comédia,Wes Anderson,Suécia
Filme 673,Comédia,Wes Anderson,México
Filme 674,Comédia,Wes Anderson,Coreia do Sul
Filme 675,Comédia,Wes Anderson,China
Filme 676,Comédia,Wes Anderson,Rússia
Filme 677,Comédia,Wes Anderson,Argentina
Filme 678,Comédia,Wes Anderson,Países Baixos
Filme 679,Comédia,Wes Anderson,Nova Zelândia
Filme 680,Comédia,Wes Anderson,África do Sul
Filme 681,Comédia,David Fincher,Estados Unidos
Filme 682,Comédia,David Fincher,Reino Unido
Filme 683,Comédia,David Fincher,França
Filme 684,Comédia,David Fincher,Alemanha
Filme 685,Comédia,David Fincher,Japão
Filme 686,Comédia,David Fincher,Itália
Filme 687,Comédia,David Fincher,Espanha
Filme 688,Comédia,David Fincher,Brasil
Filme 689,Comédia,David Fincher,Canadá
Filme 690,Comédia,David Fincher,Austrália
Filme 691,Comédia,David Fincher,Índia
Filme 692,Comédia,David Fincher,Suécia
Filme 693,Comédia,David Fincher,México
Filme 694,Comédia,David Fincher,Coreia do Sul
Filme 695,Comédia,David Fincher,China
Filme 696,Comédia,David Fincher,Rússia
Filme 697,Comédia,David Fincher,Argentina
Filme 698,Comédia,David Fincher,Países Baixos
Filme 699,Comédia,David Fincher,Nova Zelândia
Filme 700,Comédia,David Fincher,África do Sul
Filme 701,Comédia,Guillermo del Toro,Estados Unidos
Filme 702,Comédia,Guillermo del Toro,Reino Unido
Filme 703,Comédia,Guillermo del Toro,França
Filme 704,Comédia,Guillermo del Toro,Alemanha
Filme 705,Comédia,Guillermo del Toro,Japão
Filme 706,Comédia,Guillermo del Toro,Itália
Filme 707,Comédia,Guillermo del Toro,Espanha
Filme 708,Comédia,Guillermo del Toro,Brasil
Filme 709,Comédia,Guillermo del Toro,Canadá
Filme 710,Comédia,Guillermo del Toro,Austrália
Filme 711,Comédia,Guillermo del Toro,Índia
Filme 712,Comédia,Guillermo del Toro,Suécia
Filme 713,Comédia,Guillermo del Toro,México
Filme 714,Comédia,Guillermo del Toro,Coreia do Sul
Filme 715,Comédia,Guillermo del Toro,China
Filme 716,Comédia,Guillermo del Toro,Rússia
Filme 717,Comédia,Guillermo del Toro,Argentina
Filme 718,Comédia,Guillermo del Toro,Países Baixos
Filme 719,Comédia,Guillermo del Toro,Nova Zelândia
Filme 720,Comédia,Guillermo del Toro,África do Sul
Filme 721,Comédia,Pedro Almodóvar,Estados Unidos
Filme 722,Comédia,Pedro Almodóvar,Reino Unido
Filme 723,Comédia,Pedro Almodóvar,França
Filme 724,Comédia,Pedro Almodóvar,Alemanha
Filme 725,Comédia,Pedro Almodóvar,Japão
Filme 726,Comédia,Pedro Almodóvar,Itália
Filme 727,Comédia,Pedro Almodóvar,Espanha
Filme 728,Comédia,Pedro Almodóvar,Brasil
Filme 729,Comédia,Pedro Almodóvar,Canadá
Filme 730,Comédia,Pedro Almodóvar,Austrália
Filme 731,Comédia,Pedro Almodóvar,Índia
Filme 732,Comédia,Pedro Almodóvar,Suécia
Filme 733,Comédia,Pedro Almodóvar,México
Filme 734,Comédia,Pedro Almodóvar,Coreia do Sul
Filme 735,Comédia,Pedro Almodóvar,China
Filme 736,Comédia,Pedro Almodóvar,Rússia
Filme 737,Comédia,Pedro Almodóvar,Argentina
Filme 738,Comédia,Pedro Almodóvar,Países Baixos
Filme 739,Comédia,Pedro Almodóvar,Nova Zelândia
Filme 740,Comédia,Pedro Almodóvar,África do Sul
Filme 741,Comédia,Ang Lee,Estados Unidos
Filme 742,Comédia,Ang Lee,Reino Unido
Filme 743,Comédia,Ang Lee,França
Filme 744,Comédia,Ang Lee,Alemanha
Filme 745,Comédia,Ang Lee,Japão
Filme 746,Comédia,Ang Lee,Itália
Filme 747,Comédia,Ang Lee,Espanha
Filme 748,Comédia,Ang Lee,Brasil
Filme 749,Comédia,Ang Lee,Canadá
Filme 750,Comédia,Ang Lee,Austrália
Filme 751,Comédia,Ang Lee,Índia
Filme 752,Comédia,Ang Lee,Suécia
Filme 753,Comédia,Ang Lee,México
Filme 754,Comédia,Ang Lee,Coreia do Sul
Filme 755,Comédia,Ang Lee,China
Filme 756,Comédia,Ang Lee,Rússia
Filme 757,Comédia,Ang Lee,Argentina
Filme 758,Comédia,Ang Lee,Países Baixos
Filme 759,Comédia,Ang Lee,Nova Zelândia
Filme 760,Comédia,Ang Lee,África do Sul
Filme 761,Comédia,Alejandro González Iñárritu,Estados Unidos
Filme 762,Comédia,Alejandro González Iñárritu,Reino Unido
Filme 763,Comédia,Alejandro González Iñárritu,França
Filme 764,Comédia,Alejandro González Iñárritu,Alemanha
Filme 765,Comédia,Alejandro González Iñárritu,Japão
Filme 766,Comédia,Alejandro González Iñárritu,Itália
Filme 767,Comédia,Alejandro González Iñárritu,Espanha
Filme 768,Comédia,Alejandro González Iñárritu,Brasil
Filme 769,Comédia,Alejandro González Iñárritu,Canadá
Filme 770,Comédia,Alejandro González Iñárritu,Austrália
Filme 771,Comédia,Alejandro González Iñárritu,Índia
Filme 772,Comédia,Alejandro González Iñárritu,Suécia
Filme 773,Comédia,Alejandro González Iñárritu,México
Filme 774,Comédia,Alejandro González Iñárritu,Coreia do Sul
Filme 775,Comédia,Alejandro González Iñárritu,China
Filme 776,Comédia,Alejandro González Iñárritu,Rússia
Filme 777,Comédia,Alejandro González Iñárritu,Argentina
Filme 778,Comédia,Alejandro González Iñárritu,Países Baixos
Filme 779,Comédia,Alejandro González Iñárritu,Nova Zelândia
Filme 780,Comédia,Alejandro González Iñárritu,África do Sul
Filme 781,Comédia,Bong Joon-ho,Estados Unidos
Filme 782,Comédia,Bong Joon-ho,Reino Unido
Filme 783,Comédia,Bong Joon-ho,França
Filme 784,Comédia,Bong Joon-ho,Alemanha
Filme 785,Comédia,Bong Joon-ho,Japão
Filme 786,Comédia,Bong Joon-ho,Itália
Filme 787,Comédia,Bong Joon-ho,Espanha
Filme 788,Comédia,Bong Joon-ho,Brasil
Filme 789,Comédia,Bong Joon-ho,Canadá
Filme 790,Comédia,Bong Joon-ho,Austrália
Filme 791,Comédia,Bong Joon-ho,Índia
Filme 792,Comédia,Bong Joon-ho,Suécia
Filme 793,Comédia,Bong Joon-ho,México
Filme 794,Comédia,Bong Joon-ho,Coreia do Sul
Filme 795,Comédia,Bong Joon-ho,China
Filme 796,Comédia,Bong Joon-ho,Rússia
Filme 797,Comédia,Bong Joon-ho,Argentina
Filme 798,Comédia,Bong Joon-ho,Países Baixos
Filme 799,Comédia,Bong Joon-ho,Nova Zelândia
Filme 800,Comédia,Bong Joon-ho,África do Sul
Filme 801,Ação,Quentin Tarantino,Estados Unidos
Filme 802,Ação,Quentin Tarantino,Reino Unido
Filme 803,Ação,Quentin Tarantino,França
Filme 804,Ação,Quentin Tarantino,Alemanha
Filme 805,Ação,Quentin Tarantino,Japão
Filme 806,Ação,Quentin Tarantino,Itália
Filme 807,Ação,Quentin Tarantino,Espanha
Filme 808,Ação,Quentin Tarantino,Brasil
Filme 809,Ação,Quentin Tarantino,Canadá
Filme 810,Ação,Quentin Tarantino,Austrália
Filme 811,Ação,Quentin Tarantino,Índia
Filme 812,Ação,Quentin Tarantino,Suécia
Filme 813,Ação,Quentin Tarantino,México
Filme 814,Ação,Quentin Tarantino,Coreia do Sul
Filme 815,Ação,Quentin Tarantino,China
Filme 816,Ação,Quentin Tarantino,Rússia
Filme 817,Ação,Quentin Tarantino,Argentina
Filme 818,Ação,Quentin Tarantino,Países Baixos
Filme 819,Ação,Quentin Tarantino,Nova Zelândia
Filme 820,Ação,Quentin Tarantino,África do Sul
Filme 821,Ação,Christopher Nolan,Estados Unidos
Filme 822,Ação,Christopher Nolan,Reino Unido
Filme 823,Ação,Christopher Nolan,França
Filme 824,Ação,Christopher Nolan,Alemanha
Filme 825,Ação,Christopher Nolan,Japão
Filme 826,Ação,Christopher Nolan,Itália
Filme 827,Ação,Christopher Nolan,Espanha
Filme 828,Ação,Christopher Nolan,Brasil
Filme 829,Ação,Christopher Nolan,Canadá
Filme 830,Ação,Christopher Nolan,Austrália
Filme 831,Ação,Christopher Nolan,Índia
Filme 832,Ação,Christopher Nolan,Suécia
Filme 833,Ação,Christopher Nolan,México
Filme 834,Ação,Christopher Nolan,Coreia do Sul
Filme 835,Ação,Christopher Nolan,China
Filme 836,Ação,Christopher Nolan,Rússia
Filme 837,Ação,Christopher Nolan,Argentina
Filme 838,Ação,Christopher Nolan,Países Baixos
Filme 839,Ação,Christopher Nolan,Nova Zelândia
Filme 840,Ação,Christopher Nolan,África do Sul
Filme 841,Ação,Martin Scorsese,Estados Unidos
Filme 842,Ação,Martin Scorsese,Reino Unido
Filme 843,Ação,Martin Scorsese,França
Filme 844,Ação,Martin Scorsese,Alemanha
Filme 845,Ação,Martin Scorsese,Japão
Filme 846,Ação,Martin Scorsese,Itália
Filme 847,Ação,Martin Scorsese,Espanha
Filme 848,Ação,Martin Scorsese,Brasil
Filme 849,Ação,Martin Scorsese,Canadá
Filme 850,Ação,Martin Scorsese,Austrália
Filme 851,Ação,Martin Scorsese,Índia
Filme 852,Ação,Martin Scorsese,Suécia
Filme 853,Ação,Martin Scorsese,México
Filme 854,Ação,Martin Scorsese,Coreia do Sul
Filme 855,Ação,Martin Scorsese,China
Filme 856,Ação,Martin Scorsese,Rússia
Filme 857,Ação,Martin Scorsese,Argentina
Filme 858,Ação,Martin Scorsese,Países Baixos
Filme 859,Ação,Martin Scorsese,Nova Zelândia
Filme 860,Ação,Martin Scorsese,África do Sul
Filme 861,Ação,Steven Spielberg,Estados Unidos
Filme 862,Ação,Steven Spielberg,Reino Unido
Filme 863,Ação,Steven Spielberg,França
Filme 864,Ação,Steven Spielberg,Alemanha
Filme 865,Ação,Steven Spielberg,Japão
Filme 866,Ação,Steven Spielberg,Itália
Filme 867,Ação,Steven Spielberg,Espanha
Filme 868,Ação,Steven Spielberg,Brasil
Filme 869,Ação,Steven Spielberg,Canadá
Filme 870,Ação,Steven Spielberg,Austrália
Filme 871,Ação,Steven Spielberg,Índia
Filme 872,Ação,Steven Spielberg,Suécia
Filme 873,Ação,Steven Spielberg,México
Filme 874,Ação,Steven Spielberg,Coreia do Sul
Filme 875,Ação,Steven Spielberg,China
Filme 876,Ação,Steven Spielberg,Rússia
Filme 877,Ação,Steven Spielberg,Argentina
Filme 878,Ação,Steven Spielberg,Países Baixos
Filme 879,Ação,Steven Spielberg,Nova Zelândia
Filme 880,Ação,Steven Spielberg,África do Sul
Filme 881,Ação,Alfred Hitchcock,Estados Unidos
Filme 882,Ação,Alfred Hitchcock,Reino Unido
Filme 883,Ação,Alfred Hitchcock,França
Filme 884,Ação,Alfred Hitchcock,Alemanha
Filme 885,Ação,Alfred Hitchcock,Japão
Filme 886,Ação,Alfred Hitchcock,Itália
Filme 887,Ação,Alfred Hitchcock,Espanha
Filme 888,Ação,Alfred Hitchcock,Brasil
Filme 889,Ação,Alfred Hitchcock,Canadá
Filme 890,Ação,Alfred Hitchcock,Austrália
Filme 891,Ação,Alfred Hitchcock,Índia
Filme 892,Ação,Alfred Hitchcock,Suécia
Filme 893,Ação,Alfred Hitchcock,México
Filme 894,Ação,Alfred Hitchcock,Coreia do Sul
Filme 895,Ação,Alfred Hitchcock,China
Filme 896,Ação,Alfred Hitchcock,Rússia
Filme 897,Ação,Alfred Hitchcock,Argentina
Filme 898,Ação,Alfred Hitchcock,Países Baixos
Filme 899,Ação,Alfred Hitchcock,Nova Zelândia
Filme 900,Ação,Alfred Hitchcock,África do Sul
Filme 901,Ação,Stanley Kubrick,Estados Unidos
Filme 902,Ação,Stanley Kubrick,Reino Unido
Filme 903,Ação,Stanley Kubrick,França
Filme 904,Ação,Stanley Kubrick,Alemanha
Filme 905,Ação,Stanley Kubrick,Japão
Filme 906,Ação,Stanley Kubrick,Itália
Filme 907,Ação,Stanley Kubrick,Espanha
Filme 908,Ação,Stanley Kubrick,Brasil
Filme 909,Ação,Stanley Kubrick,Canadá
Filme 910,Ação,Stanley Kubrick,Austrália
Filme 911,Ação,Stanley Kubrick,Índia
Filme 912,Ação,Stanley Kubrick,Suécia
Filme 913,Ação,Stanley Kubrick,México
Filme 914,Ação,Stanley Kubrick,Coreia do Sul
Filme 915,Ação,Stanley Kubrick,China
Filme 916,Ação,Stanley Kubrick,Rússia
Filme 917,Ação,Stanley Kubrick,Argentina
Filme 918,Ação,Stanley Kubrick,Países Baixos
Filme 919,Ação,Stanley Kubrick,Nova Zelândia
Filme 920,Ação,Stanley Kubrick,África do Sul
Filme 921,Ação,Francis Ford Coppola,Estados Unidos
Filme 922,Ação,Francis Ford Coppola,Reino Unido
Filme 923,Ação,Francis Ford Coppola,França
Filme 924,Ação,Francis Ford Coppola,Alemanha
Filme 925,Ação,Francis Ford Coppola,Japão
Filme 926,Ação,Francis Ford Coppola,Itália
Filme 927,Ação,Francis Ford Coppola,Espanha
Filme 928,Ação,Francis Ford Coppola,Brasil
Filme 929,Ação,Francis Ford Coppola,Canadá
Filme 930,Ação,Francis Ford Coppola,Austrália
Filme 931,Ação,Francis Ford Coppola,Índia
Filme 932,Ação,Francis Ford Coppola,Suécia
Filme 933,Ação,Francis Ford Coppola,México
Filme 934,Ação,Francis Ford Coppola,Coreia do Sul
Filme 935,Ação,Francis Ford Coppola,China
Filme 936,Ação,Francis Ford Coppola,Rússia
Filme 937,Ação,Francis Ford Coppola,Argentina
Filme 938,Ação,Francis Ford Coppola,Países Baixos
Filme 939,Ação,Francis Ford Coppola,Nova Zelândia
Filme 940,Ação,Francis Ford Coppola,África do Sul
Filme 941,Ação,Ridley Scott,Estados Unidos
Filme 942,Ação,Ridley Scott,Reino Unido
Filme 943,Ação,Ridley Scott,França
Filme 944,Ação,Ridley Scott,Alemanha
Filme 945,Ação,Ridley Scott,Japão
Filme 946,Ação,Ridley Scott,Itália
Filme 947,Ação,Ridley Scott,Espanha
Filme 948,Ação,Ridley Scott,Brasil
Filme 949,Ação,Ridley Scott,Canadá
Filme 950,Ação,Ridley Scott,Austrália
Filme 951,Ação,Ridley Scott,Índia
Filme 952,Ação,Ridley Scott,Suécia
Filme 953,Ação,Ridley Scott,México
Filme 954,Ação,Ridley Scott,Coreia do Sul
Filme 955,Ação,Ridley Scott,China
Filme 956,Ação,Ridley Scott,Rússia
Filme 957,Ação,Ridley Scott,Argentina
Filme 958,Ação,Ridley Scott,Países Baixos
Filme 959,Ação,Ridley Scott,Nova Zelândia
Filme 960,Ação,Ridley Scott,África do Sul
Filme 961,Ação,James Cameron,Estados Unidos
Filme 962,Ação,James Cameron,Reino Unido
Filme 963,Ação,James Cameron,França
Filme 964,Ação,James Cameron,Alemanha
Filme 965,Ação,James Cameron,Japão
Filme 966,Ação,James Cameron,Itália
Filme 967,Ação,James Cameron,Espanha
Filme 968,Ação,James Cameron,Brasil
Filme 969,Ação,James Cameron,Canadá
Filme 970,Ação,James Cameron,Austrália
Filme 971,Ação,James Cameron,Índia
Filme 972,Ação,James Cameron,Suécia
Filme 973,Ação,James Cameron,México
Filme 974,Ação,James Cameron,Coreia do Sul
Filme 975,Ação,James Cameron,China
Filme 976,Ação,James Cameron,Rússia
Filme 977,Ação,James Cameron,Argentina
Filme 978,Ação,James Cameron,Países Baixos
Filme 979,Ação,James Cameron,Nova Zelândia
Filme 980,Ação,James Cameron,África do Sul
Filme 981,Ação,Peter Jackson,Estados Unidos
Filme 982,Ação,Peter Jackson,Reino Unido
Filme 983,Ação,Peter Jackson,França
Filme 984,Ação,Peter Jackson,Alemanha
Filme 985,Ação,Peter Jackson,Japão
Filme 986,Ação,Peter Jackson,Itália
Filme 987,Ação,Peter Jackson,Espanha
Filme 988,Ação,Peter Jackson,Brasil
Filme 989,Ação,Peter Jackson,Canadá
Filme 990,Ação,Peter Jackson,Austrália
Filme 991,Ação,Peter Jackson,Índia
Filme 992,Ação,Peter Jackson,Suécia
Filme 993,Ação,Peter Jackson,México
Filme 994,Ação,Peter Jackson,Coreia do Sul
Filme 995,Ação,Peter Jackson,China
Filme 996,Ação,Peter Jackson,Rússia
Filme 997,Ação,Peter Jackson,Argentina
Filme 998,Ação,Peter Jackson,Países Baixos
Filme 999,Ação,Peter Jackson,Nova Zelândia
Filme 1000,Ação,Peter Jackson,África do Sul
Filme 1001,Ação,Hayao Miyazaki,Estados Unidos
Filme 1002,Ação,Hayao Miyazaki,Reino Unido
Filme 1003,Ação,Hayao Miyazaki,França
Filme 1004,Ação,Hayao Miyazaki,Alemanha
Filme 1005,Ação,Hayao Miyazaki,Japão
Filme 1006,Ação,Hayao Miyazaki,Itália
Filme 1007,Ação,Hayao Miyazaki,Espanha
Filme 1008,Ação,Hayao Miyazaki,Brasil
Filme 1009,Ação,Hayao Miyazaki,Canadá
Filme 1010,Ação,Hayao Miyazaki,Austrália
Filme 1011,Ação,Hayao Miyazaki,Índia
Filme 1012,Ação,Hayao Miyazaki,Suécia
Filme 1013,Ação,Hayao Miyazaki,México
Filme 1014,Ação,Hayao Miyazaki,Coreia do Sul
Filme 1015,Ação,Hayao Miyazaki,China
Filme 1016,Ação,Hayao Miyazaki,Rússia
Filme 1017,Ação,Hayao Miyazaki,Argentina
Filme 1018,Ação,Hayao Miyazaki,Países Baixos
Filme 1019,Ação,Hayao Miyazaki,Nova Zelândia
Filme 1020,Ação,Hayao Miyazaki,África do Sul
Filme 1021,Ação,Kathryn Bigelow,Estados Unidos
Filme 1022,Ação,Kathryn Bigelow,Reino Unido
Filme 1023,Ação,Kathryn Bigelow,França
Filme 1024,Ação,Kathryn Bigelow,Alemanha
Filme 1025,Ação,Kathryn Bigelow,Japão
Filme 1026,Ação,Kathryn Bigelow,Itália
Filme 1027,Ação,Kathryn Bigelow,Espanha
Filme 1028,Ação,Kathryn Bigelow,Brasil
Filme 1029,Ação,Kathryn Bigelow,Canadá
Filme 1030,Ação,Kathryn Bigelow,Austrália
Filme 1031,Ação,Kathryn Bigelow,Índia
Filme 1032,Ação,Kathryn Bigelow,Suécia
Filme 1033,Ação,Kathryn Bigelow,México
Filme 1034,Ação,Kathryn Bigelow,Coreia do Sul
