titulo,genero,diretor,classificacao,ano,avaliacao,pais_origem
Filme 200,Biografia,Christopher Nolan,16,2023,8.3,Argentina
Filme 4158,Ficção Científica,Walter Salles,14,1954,6.6,Nova Zelândia
Filme 2982,Animação,Guy Ritchie,0,1967,8.2,Estados Unidos
Filme 3883,Crime,Daniel Ribeiro,18,1952,4.7,Reino Unido
Filme 1472,Faroeste,Joel Coen,14,2018,9.4,México
Filme 1174,Biografia,Peter Jackson,10,1972,6.4,China
Filme 627,Aventura,Billy Wilder,14,1949,5.6,Japão
Filme 4271,Aventura,Heitor Dhalia,18,1967,6.7,Coreia do Sul
Filme 3614,Fantasia,Daniel Filho,18,2007,8.4,China
Filme 4554,Romance,Jerry Zucker,12,1966,9.9,China
Filme 1023,Animação,Hayao Miyazaki,12,1983,8.6,Reino Unido
Filme 4411,Terror,John Lasseter,10,2001,7.3,Coreia do Sul
Filme 808,Romance,Spike Lee,12,2008,8.0,Canadá
Filme 2664,Romance,James Mangold,0,2014,6.7,França
Filme 3150,Fantasia,Éric Lartigau,10,2014,9.6,Espanha
Filme 103,Comédia,José Alvarenga Jr.,14,2009,5.1,Reino Unido
Filme 4440,Sátira,David O. Russell,12,1957,6.4,Argentina
Filme 1955,Romance,Bong Joon-ho,4,1974,9.5,Irlanda
Filme 1913,Drama,Robert Zemeckis,4,1988,8.7,Índia
Filme 3801,Sátira,Caito Ortiz,4,2018,8.3,Brasil
Filme 995,Épico,Alfred Hitchcock,16,2012,9.1,Irlanda
Filme 107,Drama,Marcus Baldini,18,2011,5.8,Japão
Filme 5204,Ação,Fernando Coimbra,10,1956,9.4,França
Filme 4779,Drama,Joseph Kosinski,0,1940,4.9,Noruega
Filme 600,Biografia,Charlie Chaplin,12,1956,6.7,Argentina
Filme 2612,Crime,Irvin Kershner,12,1960,6.8,México
Filme 531,Suspense,Greta Gerwig,12,1986,6.3,Coreia do Sul
Filme 4238,Musical,Marcos Jorge,14,1964,7.0,Nova Zelândia
Filme 535,Drama,Quentin Tarantino,16,1964,7.3,Irlanda
Filme 1130,Suspense,Federico Fellini,16,2017,8.3,Espanha
Filme 4445,Faroeste,David O. Russell,0,1940,9.4,Alemanha
Filme 725,Documentário,Alfonso Cuarón,4,2025,6.7,Alemanha
Filme 2165,Comédia,Jorge Furtado,18,1981,5.9,Alemanha
Filme 2087,Aventura,José Alvarenga Jr.,12,2025,8.5,Japão
Filme 5315,Épico,Michael Hoffman,10,1927,6.8,Irlanda
Filme 799,Sátira,Patty Jenkins,4,2022,4.9,Noruega
Filme 4551,Animação,Jerry Zucker,12,2013,9.2,Coreia do Sul
Filme 2064,Comédia,Guillermo del Toro,4,1957,6.7,França
Filme 2304,Drama,Cao Hamburger,4,1987,9.6,França
Filme 1224,Comédia,Brian De Palma,4,1939,9.7,França
Filme 712,Ação,Martin Scorsese,16,1931,5.8,México
Filme 5132,Faroeste,Anthony Russo,4,1957,5.5,México
Filme 2941,Biografia,Kate Herron,4,1949,9.1,Brasil
Filme 1352,Fantasia,Vittorio De Sica,0,1948,9.4,México
Filme 417,Documentário,Spike Lee,16,1963,8.3,Dinamarca
Filme 2099,Biografia,José Alvarenga Jr.,4,1975,6.5,Noruega
Filme 4193,Drama,Anna Muylaert,10,2014,7.0,Índia
Filme 5077,Ação,Scott Hicks,0,2023,9.7,Dinamarca
Filme 4422,Ação,John Lasseter,14,1920,6.4,Estados Unidos
Filme 3122,Comédia,Stephen Daldry,10,2010,5.0,Estados Unidos
Filme 3387,Suspense,Robert Wiene,0,1965,9.9,Japão
Filme 180,Ficção Científica,Dan Kwan,14,2022,7.8,Argentina
Filme 1481,Crime,Joel Coen,10,2022,7.8,Brasil
Filme 3842,Sátira,Mark Dindal,4,2021,7.8,Estados Unidos
Filme 978,Musical,Guel Arraes,14,1949,9.9,Nova Zelândia
Filme 4050,Histórico,Park Chan-wook,10,1963,6.1,Espanha
Filme 3648,Terror,Delbert Mann,0,2017,9.7,Canadá
Filme 4294,Terror,Sylvester Stallone,0,1966,7.9,China
Filme 1967,Biografia,Frank Capra,0,1961,7.1,Japão
Filme 4270,Histórico,Heitor Dhalia,18,1951,8.0,Espanha
Filme 2171,Drama,Jorge Furtado,18,1959,6.2,Coreia do Sul
Filme 4814,Documentário,Rob Cohen,18,1926,5.5,China
Filme 1521,Animação,Victor Fleming,0,1939,4.8,Brasil
Filme 4544,Terror,Jerry Zucker,4,2011,9.1,França
Filme 684,Sátira,Fernando Meirelles,14,1999,6.6,França
Filme 866,Épico,Denis Villeneuve,4,1975,5.9,Itália
Filme 5176,Aventura,Sylvester Stallone,4,1970,7.1,Suécia
Filme 4018,Suspense,Luc Besson,10,1964,6.8,Nova Zelândia
Filme 706,Épico,George Miller,12,2004,8.9,Itália
Filme 2788,Sátira,Andrew Niccol,0,1922,5.4,Canadá
Filme 3379,Faroeste,Robert Wiene,12,2019,9.8,Noruega
Filme 3808,Suspense,Caito Ortiz,12,2019,9.7,Canadá
Filme 3159,Musical,João Batista de Andrade,18,2012,5.4,Noruega
Filme 246,Drama,Sidney Lumet,14,1957,9.0,Itália
Filme 4467,Histórico,Paul Greengrass,4,1980,7.7,Japão
Filme 2143,Romance,Steven Spilberg,12,2012,6.2,Reino Unido
Filme 3071,Épico,James Marsh,16,1971,8.1,Coreia do Sul
Filme 2499,Drama,Christopher McQuarrie,18,2010,7.1,Noruega
Filme 473,Musical,Greta Gerwig,0,1985,8.4,Índia
Filme 5283,Épico,Sergio Leone,12,1936,6.3,Reino Unido
Filme 3484,Guerra,Ruben Östlund,0,1984,8.1,França
Filme 423,Drama,Spike Lee,16,1971,9.8,Reino Unido
Filme 4173,Ação,José Padilha,0,2023,5.1,Índia
Filme 1122,Fantasia,Federico Fellini,4,2006,7.4,Estados Unidos
Filme 5285,Romance,James Mangold,18,1939,7.6,Alemanha
Filme 4036,Suspense,Luc Besson,10,1950,9.5,Suécia
Filme 735,Ação,Wes Anderson,0,1980,5.7,Irlanda
Filme 3444,Documentário,Rian Johnson,16,2019,5.3,França
Filme 4499,Animação,Christopher Nolan,16,1946,9.1,Noruega
Filme 2293,Terror,Cao Hamburger,16,1986,8.5,Índia
Filme 5399,Biografia,Blake Edwards,18,2021,9.7,Noruega
Filme 3867,Suspense,Luiz Fernando Carvalho,14,1934,6.1,Japão
Filme 2230,Ficção Científica,Martin McDonagh,16,1967,7.4,Espanha
Filme 498,Ação,Miyazaki Hayao,0,2021,6.0,Nova Zelândia
Filme 5239,Documentário,Daniel Ribeiro,0,1946,9.5,Noruega
Filme 3286,Suspense,Bob Persichetti,0,1999,9.9,Itália
Filme 3606,Sátira,Carlos Diegues,18,1970,7.4,Itália
Filme 273,Drama,Vittorio De Sica,12,1948,8.3,Índia
Filme 1718,Biografia,Sam Mendes,14,2000,9.4,Nova Zelândia
Filme 2504,Épico,Jonathan Demme,16,1952,4.8,França
Filme 4792,Drama,Chris Weitz,10,1986,9.6,México
Filme 1269,Romance,Milos Forman,10,1995,7.0,Austrália
Filme 4964,Animação,David Slade,0,2025,9.9,França
Filme 3839,Ação,Mark Dindal,4,2020,9.9,Noruega
Filme 2827,Drama,Noah Baumbach,16,1954,9.2,Japão
Filme 2241,Histórico,Martin McDonagh,4,1995,5.3,Brasil
Filme 916,Fantasia,Steven Spielberg,0,2012,9.2,Suécia
Filme 5055,Épico,Christian Ditter,4,1934,9.2,Irlanda
Filme 3215,Histórico,Quentin Tarantino,10,2006,5.3,Irlanda
Filme 1225,Histórico,Kleber Mendonça Filho,14,1942,9.3,Alemanha
Filme 4316,Faroeste,John McTiernan,18,2013,6.2,Suécia
Filme 487,Documentário,Wes Anderson,10,1966,7.2,Japão
Filme 287,Comédia,Wes Anderson,14,2014,8.1,Japão
Filme 4480,Faroeste,Tom McCarthy,14,1939,8.6,Argentina
Filme 554,Documentário,Patty Jenkins,12,2023,4.2,China
Filme 3581,Crime,José Henrique Fonseca,0,2016,7.5,Brasil
Filme 255,Drama,Francis Ford Coppola,16,1974,9.0,Irlanda
Filme 3896,Musical,Paulo Morelli,12,2009,8.8,Suécia
Filme 3695,Animação,Ivan Reitman,14,1974,8.4,Irlanda
Filme 3337,Histórico,Matt Bettinelli-Olpin,10,1920,4.8,Dinamarca
Filme 1187,Animação,James Cameron,10,1984,5.6,Japão
Filme 2276,Terror,Peter Weir,16,1933,7.0,Suécia
Filme 4623,Guerra,Dan Kwan,4,1978,8.0,Reino Unido
Filme 1766,Comédia,William Wyler,14,1946,7.1,Itália
Filme 545,Musical,Ivan Reitman,0,1933,8.0,Alemanha
Filme 5058,Sátira,Christian Ditter,4,2014,7.7,Nova Zelândia
Filme 752,Terror,Barry Jenkins,14,1954,6.6,México
Filme 4879,Fantasia,Mike Newell,16,1960,8.2,Noruega
Filme 2719,Ação,Sidney Lumet,4,1960,6.8,Noruega
Filme 2342,Faroeste,Julius Avery,0,1991,7.5,Estados Unidos
Filme 5216,Ação,Sergio Leone,12,1953,7.0,Suécia
Filme 5083,Drama,Scott Hicks,4,1926,5.4,Reino Unido
Filme 2108,Guerra,André Pellenz,0,1947,5.5,Canadá
Filme 5143,Suspense,Anthony Russo,16,1969,9.6,Reino Unido
Filme 3212,Suspense,Quentin Tarantino,0,1983,6.8,México
Filme 1040,Sátira,Sergio Leone,4,2019,9.6,Argentina
Filme 3830,Guerra,Mark Dindal,10,1920,6.9,Espanha
Filme 2843,Drama,Olivia Wilde,14,1993,6.0,Reino Unido
Filme 3899,Romance,Paulo Morelli,10,1954,4.8,Noruega
Filme 1789,Ação,William Friedkin,12,2020,9.9,Austrália
Filme 2441,Romance,Rob Marshall,12,1993,6.7,Brasil
Filme 5134,Biografia,Anthony Russo,12,1966,5.5,China
Filme 5349,Histórico,Toninho Moura,10,1922,9.6,Austrália
Filme 1176,Documentário,Peter Jackson,0,2010,6.5,Suécia
Filme 229,Fantasia,Victor Fleming,0,1939,8.6,Austrália
Filme 2115,Crime,André Pellenz,16,1958,5.5,Irlanda
Filme 5030,Comédia,Thea Sharrock,0,2005,8.6,Espanha
Filme 3548,Ficção Científica,Selton Mello,12,1998,9.9,Canadá
Filme 5085,Suspense,Scott Hicks,14,1951,6.8,Alemanha
Filme 2006,Musical,Stanley Donen,4,1946,7.8,Itália
Filme 18,Guerra,Steven Spielberg,18,1998,8.6,Nova Zelândia
Filme 743,Ficção Científica,Jane Campion,0,1954,9.7,Reino Unido
Filme 1872,Animação,Roberto Rossellini,10,1973,9.1,México
Filme 5262,Drama,Andy Muschietti,4,1942,6.1,Estados Unidos
Filme 444,Suspense,Wes Anderson,14,1984,9.5,França
Filme 1164,Animação,Peter Jackson,10,1940,5.5,França
Filme 38,Terror,Alfred Hitchcock,16,1960,8.5,Nova Zelândia
Filme 3734,Documentário,Vinicius Amorim,4,2012,6.9,China
Filme 4568,Animação,Adam McKay,18,1951,8.9,Canadá
Filme 926,Animação,Steven Spielberg,12,2013,7.1,Itália
Filme 1075,Guerra,David Yates,4,1986,6.5,Irlanda
Filme 4513,Terror,Christopher Nolan,10,1987,4.8,Índia
Filme 1489,Animação,Darren Aronofsky,18,2001,6.9,Austrália
Filme 4853,Ficção Científica,Richard Marquand,16,1959,8.7,Índia
Filme 5130,Romance,Anthony Russo,12,1940,4.5,Espanha
Filme 1413,Romance,F.W. Murnau,18,1949,7.7,Índia
Filme 5320,Histórico,Anselmo Duarte,10,1927,4.9,Argentina
Filme 2017,Faroeste,Halder Gomes,10,1931,6.3,Dinamarca
Filme 2307,Guerra,Cao Hamburger,0,1996,4.9,Japão
Filme 2119,Aventura,André Pellenz,14,2023,5.9,Noruega
Filme 4168,Sátira,José Padilha,4,1963,5.2,Canadá
Filme 4592,Ação,Baz Luhrmann,12,1936,8.8,México
Filme 89,Comédia,Carlos Diegues,14,2003,6.9,Austrália
Filme 5293,Sátira,Spike Jonze,16,1933,6.3,Índia
Filme 1700,Épico,Jean-Pierre Jeunet,0,1958,9.5,Argentina
Filme 5175,Drama,Orson Welles,4,1982,8.0,Irlanda
Filme 4635,Sátira,Dan Kwan,0,2016,5.3,Irlanda
Filme 4234,Documentário,Marcos Jorge,10,1979,7.0,China
Filme 4149,Biografia,Walter Salles,0,1995,9.5,Austrália
Filme 4981,Fantasia,Joe Wright,18,2023,7.2,Brasil
Filme 1515,Ficção Científica,Victor Fleming,0,2006,6.3,Irlanda
Filme 145,Romance,Catherine Hardwicke,16,2008,5.3,Alemanha
Filme 2524,Épico,Jonathan Demme,14,1958,6.7,França
Filme 3164,Faroeste,João Batista de Andrade,10,2006,8.0,França
Filme 2956,Sátira,Kate Herron,14,1964,8.0,Suécia
Filme 2168,Drama,Jorge Furtado,4,2007,6.8,Canadá
Filme 3166,Romance,João Batista de Andrade,0,1953,6.2,Itália
Filme 3542,Crime,Selton Mello,12,2003,6.0,Estados Unidos
Filme 2448,Ação,Rob Marshall,10,1985,6.1,Canadá
Filme 2198,Guerra,Afonso Poyart,0,1973,5.3,Nova Zelândia
Filme 486,Romance,Jane Campion,10,1990,8.3,Itália
Filme 2672,Ação,Matt Ross,16,1950,7.4,México
Filme 2697,Comédia,Sidney Lumet,18,1961,6.6,Dinamarca
Filme 2516,Aventura,Jonathan Demme,10,1968,9.8,Suécia
Filme 945,Aventura,Roman Polanski,10,2014,9.8,Alemanha
Filme 1840,Aventura,Ryan Coogler,14,1965,6.3,Argentina
Filme 4175,Épico,José Padilha,18,1933,8.9,Irlanda
Filme 697,Épico,Roberto Santucci,18,1996,5.3,Dinamarca
Filme 1879,Drama,David Fincher,16,1963,7.4,Noruega
Filme 1780,Terror,William Wyler,0,2008,8.0,Argentina
Filme 4191,Suspense,Anna Muylaert,10,1971,5.7,Coreia do Sul
Filme 3380,Sátira,Robert Wiene,4,2025,7.9,Argentina
Filme 4432,Ficção Científica,David O. Russell,16,2004,6.2,México
Filme 1194,Guerra,James Cameron,18,1974,9.9,China
Filme 1506,Comédia,Darren Aronofsky,14,1951,6.1,Itália
Filme 1746,Épico,Orson Welles,10,1934,7.4,Itália
Filme 3949,Animação,Bryan Singer,12,1934,8.4,Austrália
Filme 101,Comédia,André Pellenz,14,2012,6.2,Brasil
Filme 3406,Histórico,Michael Jelenic,10,1997,7.4,Itália
Filme 749,Crime,Jane Campion,0,1969,6.9,Austrália
Filme 3195,Drama,Eric Bress,10,1940,7.9,Irlanda
Filme 5409,Épico,Edward Zwick,10,1962,9.8,Austrália
Filme 4006,Musical,George Miller,0,2018,8.1,Itália
Filme 1213,Terror,Brian De Palma,16,2009,8.3,Índia
Filme 2805,Biografia,Michel Gondry,12,1959,6.7,Alemanha
Filme 2785,Épico,Andrew Niccol,16,1985,5.1,Alemanha
Filme 2479,Guerra,Louis Leterrier,14,1979,8.8,Noruega
Filme 1393,Suspense,Chris Columbus,12,2001,7.6,Índia
Filme 110,Comédia,Caito Ortiz,12,2016,4.8,Espanha
Filme 2233,Ação,Martin McDonagh,16,2010,7.8,Índia
Filme 811,Terror,Spike Lee,4,1964,6.3,Coreia do Sul
Filme 4577,Sátira,Adam McKay,0,1946,9.3,Dinamarca
Filme 3382,Ficção Científica,Robert Wiene,0,2025,5.4,Estados Unidos
Filme 2749,Faroeste,Roger Allers,14,1971,9.1,Austrália
Filme 4239,Guerra,Marcos Jorge,0,2015,4.2,Noruega
Filme 2750,Ação,Roger Allers,18,1957,5.6,Espanha
Filme 5345,Ficção Científica,Sofia Coppola,18,1920,6.7,Alemanha
Filme 3888,Romance,Daniel Ribeiro,0,2004,9.2,Canadá
Filme 1323,Crime,Francis Lawrence,12,1958,5.2,Reino Unido
Filme 1514,Musical,Victor Fleming,0,1999,5.3,China
Filme 3966,Musical,Bryan Singer,10,1964,5.4,Itália
Filme 3530,Épico,Daniel Rezende,18,2021,5.0,Espanha
Filme 3067,Suspense,James Marsh,10,1976,8.7,Japão
Filme 1554,Sátira,Robert Eggers,0,1961,6.5,China
Filme 2816,Aventura,Noah Baumbach,4,1971,9.8,Suécia
Filme 4225,Ficção Científica,Anselmo Duarte,18,1969,6.6,Alemanha
Filme 3414,Ficção Científica,Michael Jelenic,14,1986,7.8,China
Filme 4254,Musical,Marcos Jorge,18,1942,6.6,China
Filme 2465,Aventura,Louis Leterrier,12,1936,7.1,Alemanha
Filme 2211,Crime,Afonso Poyart,0,2001,8.7,Coreia do Sul
Filme 309,Drama,Peter Weir,12,1989,8.1,Austrália
Filme 5352,Romance,Chris Weitz,14,1922,5.4,México
Filme 3587,Documentário,Carlos Diegues,0,1970,9.5,Japão
Filme 1903,Terror,Robert Zemeckis,14,1953,5.7,Reino Unido
Filme 5398,Animação,Jordan Peele,14,1920,5.0,Nova Zelândia
Filme 4052,Musical,Park Chan-wook,4,1981,5.2,México
Filme 3236,Ação,Ingmar Bergman,18,1992,6.7,Suécia
Filme 1742,Comédia,Orson Welles,12,1949,9.7,Estados Unidos
Filme 3870,Faroeste,Luiz Fernando Carvalho,4,1997,7.3,Espanha
Filme 1102,Biografia,Roberto Santucci,4,1971,5.8,Estados Unidos
Filme 234,Comédia,Billy Wilder,14,1960,8.3,China
Filme 2624,Terror,Roberto Benigni,16,1967,8.7,França
Filme 2371,Épico,Michael Chaves,10,1969,6.3,Coreia do Sul
Filme 4950,Animação,Catherine Hardwicke,12,2004,8.6,Espanha
Filme 713,Fantasia,Martin Scorsese,12,2011,6.3,Índia
Filme 4782,Animação,Joseph Kosinski,18,1977,4.8,Estados Unidos
Filme 2555,Romance,Cecil B. DeMille,14,1953,7.0,Irlanda
Filme 2945,Musical,Kate Herron,14,1962,7.0,Alemanha
Filme 5314,Crime,Francis Ford Coppola,0,1926,9.0,China
Filme 4419,Aventura,John Lasseter,14,2000,7.1,Noruega
Filme 1989,Épico,Frank Capra,14,1961,6.4,Austrália
Filme 45,Suspense,M. Night Shyamalan,14,1999,8.1,Alemanha
Filme 2419,Faroeste,Michael Curtiz,16,1942,6.7,Noruega
Filme 4924,Crime,Gary Ross,12,1954,6.8,França
Filme 439,Ação,Alfonso Cuarón,14,1961,7.6,Noruega
Filme 2861,Musical,Olivia Wilde,12,1973,6.0,Brasil
Filme 1306,Suspense,Bill Condon,14,1987,5.8,Itália
Filme 4881,Romance,Todd Phillips,12,2012,8.2,Brasil
Filme 3707,Crime,Toninho Moura,14,1988,7.7,Japão
Filme 4020,Ação,Luc Besson,14,1953,8.0,Argentina
Filme 1619,Musical,Jim Jarmusch,14,1965,6.7,Noruega
Filme 4088,Ação,Juan José Campanella,18,1959,8.7,Canadá
Filme 150,Romance,Thea Sharrock,14,2016,7.4,Espanha
Filme 587,Biografia,Sidney Pollack,4,2009,4.7,Japão
Filme 5095,Crime,Scott Hicks,10,1967,9.5,Irlanda
Filme 438,Musical,Ridley Scott,16,1960,8.7,Nova Zelândia
Filme 13,Drama,Steven Spielberg,16,1993,8.9,Índia
Filme 94,Comédia,Delbert Mann,0,1983,4.5,China
Filme 3845,Animação,Mark Dindal,14,1971,7.9,Alemanha
Filme 184,Terror,Gerard Johnstone,14,2022,6.4,França
Filme 2472,Sátira,Louis Leterrier,4,1954,7.9,México
Filme 643,Crime,Halder Gomes,4,2009,6.0,Reino Unido
Filme 1581,Ação,Lana Wachowski,10,1989,4.2,Brasil
Filme 2003,Biografia,Stanley Donen,18,2000,9.1,Reino Unido
Filme 3488,Histórico,Fernando Coimbra,10,1960,8.9,Canadá
Filme 4627,Histórico,Dan Kwan,18,2001,5.7,Japão
Filme 1201,Musical,James Cameron,14,1933,9.9,Brasil
Filme 765,Comédia,Jordan Peele,10,1976,7.0,Alemanha
Filme 1420,Documentário,F.W. Murnau,18,1984,7.8,Argentina
Filme 5357,Terror,Brian De Palma,10,2025,6.3,Dinamarca
Filme 4697,Terror,Mark Mylod,16,2013,8.1,Dinamarca
Filme 1513,Sátira,Victor Fleming,10,1993,5.9,Índia
Filme 1894,Histórico,David Fincher,0,1997,8.8,China
Filme 4369,Crime,M. Night Shyamalan,0,2025,5.7,Austrália
Filme 3878,Ficção Científica,Daniel Ribeiro,12,1954,7.4,Nova Zelândia
Filme 654,Crime,Steven Spielberg,0,2013,5.2,China
Filme 430,Histórico,Patty Jenkins,12,1961,7.1,Espanha
Filme 3415,Fantasia,Michael Jelenic,12,1994,4.9,Irlanda
Filme 3479,Crime,Ruben Östlund,4,1934,6.7,Noruega
Filme 880,Ação,Christopher Nolan,4,2006,7.7,Argentina
Filme 2610,Suspense,Irvin Kershner,12,1947,5.4,Espanha
Filme 1033,Documentário,Hayao Miyazaki,18,1992,5.8,Índia
Filme 3951,Fantasia,Bryan Singer,16,1959,8.9,Coreia do Sul
Filme 64,Comédia,Guel Arraes,18,2000,8.7,França
Filme 5234,Musical,André Pellenz,16,1949,8.8,China
Filme 4806,Épico,Chris Weitz,14,1927,4.2,Itália
Filme 4793,Fantasia,Chris Weitz,16,1953,8.6,Índia
Filme 908,Comédia,Billy Wilder,10,1927,4.7,Canadá
Filme 1546,Faroeste,Robert Eggers,0,1960,9.7,Itália
Filme 2385,Documentário,James Gunn,16,2017,5.6,Alemanha
Filme 3560,Musical,José Henrique Fonseca,16,1941,6.6,Argentina
Filme 1555,Épico,Hector Babenco,12,2023,7.7,Irlanda
Filme 4356,Crime,M. Night Shyamalan,16,1948,6.9,Suécia
Filme 4839,Musical,Richard Marquand,10,1946,5.7,Noruega
Filme 2485,Terror,Christopher McQuarrie,14,1960,7.9,Alemanha
Filme 1401,Histórico,F.W. Murnau,10,1951,7.4,Brasil
Filme 5103,Aventura,Richard Curtis,18,1936,8.9,Reino Unido
Filme 4237,Guerra,Marcos Jorge,4,1975,5.5,Dinamarca
Filme 288,Romance,Spike Jonze,16,2013,8.0,Canadá
Filme 4503,Aventura,Christopher Nolan,14,2022,9.1,Reino Unido
Filme 4540,Faroeste,Florian Zeller,0,1997,6.0,Argentina
Filme 1741,Épico,Orson Welles,4,1981,8.9,Brasil
Filme 2577,Drama,Paul King,0,1960,9.0,Dinamarca
Filme 1426,Romance,Damien Chazelle,4,2003,6.6,Itália
Filme 1617,Fantasia,Jim Jarmusch,12,1963,9.3,Dinamarca
Filme 562,Histórico,Noah Baumbach,18,1975,7.9,Estados Unidos
Filme 1449,Romance,Charlie Chaplin,14,2016,5.1,Austrália
Filme 2093,Crime,José Alvarenga Jr.,0,1980,6.1,Índia
Filme 2187,Biografia,Stanley Kubrick,12,2013,8.5,Japão
Filme 5122,Romance,Anthony Russo,18,1991,5.0,Estados Unidos
Filme 2553,Crime,Cecil B. DeMille,4,1952,5.1,Índia
Filme 4813,Drama,Rob Cohen,14,1998,7.2,Índia
Filme 766,Guerra,Jordan Peele,4,1952,8.2,Itália
Filme 2703,Ação,Sidney Lumet,12,1962,6.9,Reino Unido
Filme 1670,Musical,Sofia Coppola,0,1948,6.9,Espanha
Filme 912,Guerra,Billy Wilder,0,2007,5.3,México
Filme 1919,Drama,Robert Zemeckis,18,1978,7.4,Noruega
Filme 3072,Sátira,James Marsh,10,1961,9.7,México
Filme 5032,Documentário,Thea Sharrock,18,1971,5.9,México
Filme 4148,Terror,Walter Salles,4,2006,6.4,Canadá
Filme 3152,Drama,João Batista de Andrade,18,1995,9.0,México
Filme 1261,Fantasia,Blake Edwards,0,1986,5.5,Brasil
Filme 2094,Sátira,José Alvarenga Jr.,12,1961,7.3,China
Filme 2390,Histórico,James Gunn,0,1964,9.7,Espanha
Filme 4769,Guerra,Joseph Kosinski,14,1952,6.7,Austrália
Filme 2155,Suspense,Jorge Furtado,0,2002,8.8,Irlanda
Filme 788,Fantasia,Ridley Scott,0,1980,9.7,Canadá
Filme 4463,Faroeste,Paul Greengrass,4,1934,5.5,Reino Unido
Filme 2488,Ficção Científica,Christopher McQuarrie,14,2003,9.9,Canadá
Filme 2946,Crime,Kate Herron,18,2016,5.3,Itália
Filme 2755,Sátira,Roger Allers,12,2015,8.7,Irlanda
Filme 1631,Fantasia,Chad Stahelski,12,1989,9.6,Coreia do Sul
Filme 1544,Terror,Robert Eggers,10,1992,5.4,França
Filme 2765,Fantasia,Roger Allers,14,1952,9.6,Alemanha
Filme 3849,Guerra,Luiz Fernando Carvalho,12,2014,7.1,Austrália
Filme 2418,Suspense,Michael Curtiz,18,2004,6.0,Nova Zelândia
Filme 4967,Histórico,David Slade,14,2021,5.7,Japão
Filme 3317,Biografia,Spike Jonze,18,2008,5.2,Dinamarca
Filme 3095,Comédia,Sarah Gavron,16,1991,6.3,Irlanda
Filme 3089,Animação,Sarah Gavron,14,1926,8.0,Austrália
Filme 1850,Aventura,Ryan Coogler,16,1931,9.0,Espanha
Filme 1996,Romance,Stanley Donen,16,1990,9.3,Suécia
Filme 1558,Guerra,Hector Babenco,12,1941,4.9,Nova Zelândia
Filme 2319,Sátira,Carol Reed,16,1965,7.6,Noruega
Filme 415,Documentário,Alfonso Cuarón,12,1993,6.2,Irlanda
Filme 1863,Guerra,Roberto Rossellini,12,1941,9.0,Reino Unido
Filme 3971,Épico,Nicolas Winding Refn,18,1965,5.9,Coreia do Sul
Filme 2457,Crime,Louis Leterrier,16,1934,6.4,Dinamarca
Filme 3468,Suspense,Ruben Östlund,4,1998,6.5,Canadá
Filme 2700,Aventura,Sidney Lumet,4,2002,7.2,Argentina
Filme 1184,Biografia,James Cameron,10,1961,5.7,França
Filme 3800,Faroeste,Caito Ortiz,12,1962,4.5,Argentina
Filme 2035,Aventura,Halder Gomes,0,1969,8.9,Irlanda
Filme 253,Musical,Milos Forman,16,1979,7.6,Índia
Filme 5416,Biografia,Hayao Miyazaki,4,1977,9.7,Suécia
Filme 655,Crime,Orson Welles,0,1964,7.2,Irlanda
Filme 351,Animação,Alfonso Cuarón,12,2017,9.1,Coreia do Sul
Filme 2228,Comédia,Martin McDonagh,12,2023,7.3,Canadá
Filme 4354,Biografia,M. Night Shyamalan,18,1920,7.3,China
Filme 2101,Biografia,José Alvarenga Jr.,4,2023,9.1,Brasil
Filme 458,Histórico,Miyazaki Hayao,12,2000,8.0,Nova Zelândia
Filme 2655,Biografia,James Mangold,14,1950,9.3,Irlanda
Filme 4220,Histórico,Anselmo Duarte,10,1989,6.7,Argentina
Filme 91,Comédia,André Pellenz,16,2013,7.3,Coreia do Sul
Filme 3214,Biografia,Quentin Tarantino,16,1941,8.3,China
Filme 4319,Guerra,John McTiernan,12,1973,4.9,Noruega
Filme 3602,Animação,Carlos Diegues,4,2018,9.9,Estados Unidos
Filme 27,Suspense,Martin Scorsese,16,2006,8.5,Japão
Filme 813,Terror,Spike Lee,12,1978,8.0,Índia
Filme 550,Documentário,Orson Welles,14,1975,8.3,Espanha
Filme 5434,Comédia,Tom McCarthy,16,1952,4.5,China
